"№
п/п";"Код
номенклатуры";Ноенклатура;"Кол-во
на складах";"Макс.
закупка";Опт Карта Рубин;Опт Карта Рубин +;Розничная цена;Оптовая цена;gold;platinum
1614;00079777;Заглушка кабельной трассы КМЗ 12х12 (4шт/компл) IEK ЭЛК;9;32,82;59,92; ;59,92;53,93;56,92;53,93
1615;00079776;Заглушка (60х40) (4 шт) белая EKF-Plast;5;148,1;249;237;249;193;236,55;224,1
1616;00079775;Заглушка (40х25) (4 шт) темн. дерево EKF-Plast;5;53,94;92;87;92;70;87,4;82,8
1617;00079774;Заглушка (40х25) (4 шт) свет. дерево EKF-Plast;5;64,73;110;104;110;84;104,5;99
1618;00079773;Заглушка (40х25) (4 шт) белая EKF-Plast;5;46,06;78;74;78;60;74,1;70,2
1619;00079772;Заглушка (25х16) (4 шт) темн. дерево EKF-Plast;5;31,7;54;51;54;42;51,3;48,6
1620;00079771;Заглушка (25х16) (4 шт) свет. дерево EKF-Plast;5;31,7;54;51;54;42;51,3;48,6
1621;00079770;Заглушка (25х16) (4 шт) белая EKF-Plast;5;29,02;50;47;50;38;47,5;45
1622;00079769;Заглушка (20х10) (4 шт) темн. дерево EKF-Plast;5;24,6;42;40;42;32;39,9;37,8
1623;00079768;Заглушка (20х10) (4 шт) свет. дерево EKF-Plast;5;24,6;42;40;42;32;39,9;37,8
1624;00079767;Заглушка (100х40) (2 шт) белая EKF-Plast;4;98,96;167;159;167;129;158,65;150,3
1625;00079456;Дюбель-хомут для круглого кабеля (19-25мм) белый (100шт.) EKF PROxima;55;113,46;192;182;192;148;182,4;172,8
1626;00079455;Дюбель-хомут для круглого кабеля (11-18мм) белый (100шт.) EKF PROxima;13;81,4;137;130;137;106;130,15;123,3
1627;00079454;Дюбель-хомут (6х12 мм) для плоского кабеля белый (100 шт.) EKF;104;110,21;174;165;174;134;165,3;156,6
1628;00079453;Дюбель-хомут (5х10 мм) для плоского кабеля черный (100 шт.) EKF;1;100,71;182;174;182;140;172,9;163,8
1629;00079452;Дюбель-хомут (5х10 мм) для плоского кабеля белый (100 шт.) EKF;0; ;150;142;150;116;142,5;135
1630;00079451;Дюбель хомут 5х8мм нейлон белый (100шт)  IEK ЭЛК;8;177,55;385,2; ;385,2;346,68;365,94;346,68
1631;00079450;Дюбель Хомут 19-25мм нейлон белый (100шт)  IEK ЭЛК;49;140,9;170;170;170;170;161,5;153
1632;00080457;Изолятор пластиковый коричневый (10 шт) TDM;19;86,93;138;134;138;119;131,1;124,2
1633;00079494;Изолента ХБ 1-ПОЛ 15мм/20м (200г) EKF ЭЛК;13;83,29;195,81; ;195,81;176,23;186,02;176,23
1634;00079469;Изолента ПВХ синяя 19мм 20м серии SafeFlex;6;59,2;100;95;100;77;95;90
1635;00079468;Изолента ПВХ желто-зеленая 19мм 20м серии SafeFlex;0; ;110;104;110;85;104,5;99
1636;00079465;Изолента ПВХ 19мм*20м черная (10/200шт) Safeline /9369/012713;0; ;125;121;125;108;118,75;112,5
1637;00079464;Изолента ПВХ 19мм*20м синяя (10/200шт) Safeline /9369/012713;98;71,68;125;121;125;108;118,75;112,5
1638;00079463;Изолента ПВХ 19мм*20м серо-стальная (10/200шт) Safeline /12124/016360;0; ;125;121;125;108;118,75;112,5
1639;00079462;Изолента ПВХ 19мм*20м красная (10/200шт) Safeline /9368/012690;0; ;125;121;125;108;118,75;112,5
1640;00079461;Изолента ПВХ 19мм*20м желто-зеленая (10/200шт) Safeline /12123/016346;69;78,8;145;140;145;119;137,75;130,5
1641;00079460;Изолента ПВХ 19мм*20м белая (10/200шт) Safeline /9369/012713;7;70,94;125;121;125;108;118,75;112,5
1642;00079459;Изолента ПВХ 15мм*10м черная (10/250шт) Safeline /9356/012454;117;30,69;57;55;57;45;54,15;51,3
1643;00079458;Изолента ПВХ 15мм*10м белая (10/250шт) Safeline /9358/012515;0; ;57;55;57;45;54,15;51,3
1644;00085063;Изолента ПВХ 0.18х19мм бел. (рул.20м) IEK;180;99,12;139;130;139;130;132,05;125,1
1645;00079998;Излучатель тепловой Т 300Вт E27 220-230В Лисма 249030600 RS;10;48,81;76;70,68;76;65;72,2;68,4
1646;00079997;Излучатель тепловой Т 200Вт E27 230-200В Лисма 249022100 RS;0; ;36;33,48;36;30;34,2;32,4
1647;00079996;Излучатель тепловой Т 150Вт E27 230В/240В Лисма 249009000/249010100 RS;1;21,1;35;32,55;35;28;33,25;31,5
1648;00079474;Звонок проводной Светлячок трель 220В СТ-03 RS;1;191,33;376; ;376;338;357,2;338,4
1649;00079473;Звонок беспроводной Менуэт 16 мел. 50м 2ААх1.5В Тритон МН-01Б RS;0; ;1 668,00; ;1 668,00;1 501,00;1 584,60;1 501,20
1650;00079471;Звонок беспроводной 61 267 NDB-A-DC01-1V1-WH  61267 RS;2;350,59;550;511,5;550;460;522,5;495
1651;00079470;Звонок беспр. на батарейках Classic (2х1,5В АА, черный, 51 мелод. с индик. 4 ур.) EKF;5;358,9;647;617;647;494;614,65;582,3
1652;00079467;Звонок беспр. на батарейках Classic (2х1,5В АА, бел.-сер. 51 мелод. с индик. 4 ур.) EKF;3;401,98;725;691;725;553;688,75;652,5
1653;00082104;Закладная деталь фундамента ЗДФ-0.159-2.0(К240-180-4х25)-02 В00000210 ПереСвет;0; ; ; ; ;9 500,00; ; 
1654;00079422;Зажим прокалывающий ответвительный P2X-95 16-95 мм2 / 2,5-35 мм2 EKF;0;156,51;264;252;264;202;250,8;237,6
1655;00079421;Зажим прокалывающий ответвительный P1X-95 16-95 мм2 / 1,5-10 мм2 EKF;201;105,62;167;159;167;129;158,65;150,3
1656;00086015;Зажим ответвительный изолированный ЗОИ 16-95/2,5-35 (P 645, P2X-95, SLIW15.1) IEK;0; ; ; ; ; ; ; 
1657;00086014;Зажим ответвительный изолированный ЗОИ 16-70/1,5-10 (P6, P616, EP95-13, SLIW11.1) IEK;0; ; ; ; ; ; ; 
1658;00086020;Зажим ЗСГП 35-95/6-35 (RDP 25/CN) IEK;0; ; ; ; ; ; ; 
1659;00086019;Зажим ЗСГП 35-120/25-95 (CDR/CN 1S 95 UK) IEK;0; ; ; ; ; ; ; 
1660;00079930;Коннектор прямой для с/д ленты 12В RGB IP20 (10шт/упак) (1/100);3;136,75;180;180;180;180;171;162
1661;00079929;Коннектор прямой для с/д ленты 12В 2835 IP20 (10шт/упак) (1/100);4;110,31;145;145;145;145;137,75;130,5
1662;00079928;Коннектор для с/д ленты 12В RGB IP20 (1 клипса с проводом) (10шт/упак) (1/10);6;292,65;385;385;385;385;365,75;346,5
1663;00079927;Коннектор для с/д ленты 12В 2835 IP20 (1 клипса с проводом) (10шт/упак) (1/10);0; ;235;235;235;235;223,25;211,5
1664;00079328;Коннектор для однофазного шинопровода прямой LEEK черный (100);18;69,1;115;115;115;99;109,25;103,5
1665;00079327;Коннектор для однофазного шинопровода прямой LEEK белый (100);11;69,1;108;103;108;91;102,6;97,2
1666;00079326;Коннектор для однофазного шинопровода L-образный LEEK черный (100);16;69,1;115;115;115;99;109,25;103,5
1667;00079325;Коннектор для однофазного шинопровода L-образный LEEK белый (100);21;69,1;108;103;108;91;102,6;97,2
1668;00079553;Коннектор RJ-45 TERACOM PRO неэкран. 8P8C 30мкд Cat.5E универс. (упак.50шт);27;330,27;555;528;555;429;527,25;499,5
1669;00079552;Коннектор RJ-45 TERACOM PRO неэкран. 8P8C 30мкд Cat.5E универс. (упак.10шт);54;71,53;121;115;121;93;114,95;108,9
1670;00079925;Коннектор L-образный для с/д ленты 12В RGB IP20 (10шт/упак) (1/100);7;340,06;445;445;445;445;422,75;400,5
1671;00079926;Коннектор L-образный для с/д ленты 12В 2835 IP20 (10шт/упак) (1/100);5;297,21;390;390;390;390;370,5;351
1672;00079932;Комплект светодиодной ленты SMD2835-60 LED/м-12 В-4,8 Вт/м-IP65-6000 К (5 м), 24 Вт TDM;17;1237,24;1 496,00;1 496,00;1 496,00;1 496,00;1 421,20;1 346,40
1673;00079931;Комплект светодиодной ленты SMD2835-60 LED/м-12 В-4,8 Вт/м-IP65-6000 К (3 м), 18 Вт TDM;22;817,53;988;988;988;988;938,6;889,2
1674;00086003;Комплект промежуточной подвески КОПМ 1500 ECOLINE IEK;0; ; ; ; ; ; ; 
1675;00082105;Комплект крепежа для ОГК/ОКК-8/9/10/ОП3ф/ОГКс-8/9 В00004480 ПереСвет;0; ; ; ; ;5 550,00; ; 
1676;00079639;Комплект заземления с заострением, 4.5м, HZ EKF;0; ;5 990,00;5 990,00;5 990,00;5 990,00;5 690,50;5 391,00
1677;00079441;Колодка удлинителя 4-м АВС-пл. без заземл. UNIVersal E204 RS;4;117,96;185;172,05;185;155;175,75;166,5
1678;00079440;Колодка удлинителя 3-м АВС-пл. без заземл. UNIVersal E203 RS;1;91,62;145;134,85;145;120;137,75;130,5
1679;00079532;Колодка клеммная 12мм 15А (10шт.) EKF;40;48,97;83;79;83;64;78,85;74,7
1680;00079531;Колодка клеммная 10мм 10А (10шт.) EKF;45;36,98;63;60;63;48;59,85;56,7
1681;00079439;"Колодка 3-м ""КОМПАКТ"" однофазная с заглушками (каучук) UNIVersal 1323 RS";1;283,31;445;413,85;445;370;422,75;400,5
1682;00079438;Колодка 3 гн. 16А с/з Эксперт EKF;238;107,5;194;185;194;148;184,3;174,6
1683;00079437;Колодка 2 гн. 16А с/з Эксперт EKF;150;94,26;170;162;170;130;161,5;153
1684;00079436;Колодка 2 гн. 10А б/з Эксперт EKF;366;89,87;133;127;133;114;126,35;119,7
1685;00079855;КМЭ 80А 230В NO+NC EKF;15;3170,98;5 150,00;4 905,00;5 150,00;3 924,00;4 892,50;4 635,00
1686;00079854;КМЭ 32А 400В 1NO EKF;11;969,8;1 645,00;1 567,00;1 645,00;1 254,00;1 562,75;1 480,50
1687;00079315;Корпус пластиковый ЩУРн-П 3/8 И IP55 IEK ЭЛК;2;1094,48;2 665,37; ;2 665,37;2 398,83;2 532,10;2 398,83
1688;00079314;Корпус металлический ЩУ 1/1-0  У1 IP66 (310x300x150) IEK ЭЛК;1;1949,11;3 878,75; ;3 878,75;3 490,88;3 684,81;3 490,88
1689;00080680;Коробка распределительная С/У 80х40 КМ41004 с крышкой IEK ЭЛК;0; ;68,48; ;68,48;61,63;65,06;61,63
1690;00080681;Коробка распределительная С/У 70х40 с крышкой (У-197) Рувинил ЭЛК;0; ;47,08; ;47,08;42,37;44,73;42,37
1691;00079567;Коробка распределительная ОП для прямого монтажа двухкомпонентная безгалогенная (HF) 80х80х40 Промру;18;61,71;99;96;99;78;94,05;89,1
1692;00079566;Коробка распределительная ОП 100х100х40 для прямого монтажа двухкомпонентная безгалогенная (HF) 12 в;0; ; ; ; ; ; ; 
1693;00079565;Коробка распределительная КМР-030-031 с крышкой (80х80х50), 7 мембр. вводов чёрная IP54 розн. стикер;40;41,34;71;67;71;54;67,45;63,9
1694;00079564;Коробка распределительная КМР-030-014 с крышкой (100х100х50), 10 мембр. вводов IP55 EKF;470;66,43;114;109;114;88;108,3;102,6
1695;00071338;Коробка распределительная КМР-030-014 с крышкой (100х100х50), 10 мембр. вводов IP55 EKF;0; ;103;89;103;75;97,85;92,7
1696;00079563;Коробка распределительная КМП-020-008 для полых стен (115х115х45) с мет. лапками IP20 EKF;57;59,8;101;96;101;78;95,95;90,9
1697;00079562;Коробка распределительная для прямого монтажа КМР-030-031 с крышкой наружная (85х85х40) 8 мембр. вво;111;42,26;49;46;49;37;46,55;44,1
1698;00079599;Коробка распределительная для полых стен с/у 68х45 с соединителем IMT35181 С3М3 Systeme Electric (1/;110;27,64;42;40;42;35;39,9;37,8
1699;00080955;Коробка распределительная для полых стен с/у 68х45 с соединителем IMT35180 Systeme Electric  (1/210);1 345;30,22;45;43;45;39;42,75;40,5
1700;00079561;Коробка распределительная для полых стен с крышкой с/у 80х45 Systeme Electric  (1/120);33;35,63;53;51;53;45;50,35;47,7
1701;00079560;Коробка распределительная KMT-195 для твердых стен (75х30) EKF;100;20,08;35;33;35;27;33,25;31,5
1702;00079559;Коробка распределительная KMT-192 для твердых стен (96х30) EKF;32;28,34;49;46;49;37;46,55;44,1
1703;00083271;Коробка распаячная D90х43 мм инд. штрихкод сл. кость «Виви» TDM;0; ; ; ; ; ; ; 
1704;00080459;Коробка распаячная D90х43 мм инд. штрихкод  коричневая «Виви» TDM;7;100,03;165;160;165;143;156,75;148,5
1705;00079558;Коробка разветвительная о/у серый IP55 100х100х50 Systeme Electric(1/45);333;121,13;177;172;171;154;162,45;153,9
1706;00079557;Коробка разветвительная о/у сер IP55 80х40 Systeme Electric  (1/96);39;59,59;76;73;76;60;72,2;68,4
1707;00079598;Коробка подрозетник с/у в бетон 68х45 Systeme Electric  (200/3600);562;12,96;16;15;16;13;15,2;14,4
1708;00079597;Коробка подрозетник с/у  в бетон 68х60 Systeme Electric  (120);658;14,39;20;19;20;17;19;18
1709;00079556;Коробка КМ41212-01 распаячная для о/п 75х75х20 мм белая (6 клемм 6мм2) IEK ЭЛК;20;84,79;192,6; ;192,6;173,34;182,97;173,34
1710;00079555;Коробка КМ41206-01 распаячная для о/п 50х50х22 мм белая (4 клеммы 3мм2) IEK ЭЛК;172;45,39;145,52; ;145,52;130,97;138,24;130,97
1711;00079948;Контроллер 288Вт для ленты RGB 12-24В (100);10;763,07;995;995;995;995;945,25;895,5
1712;00085941;"Контактор КМИ-34012 40А 230В/АС3 1NO;1NC IEK";0; ; ; ; ; ; ; 
1713;00085940;Контактор КМИ-22510 25А 230В/АС3 1NO IEK;0; ; ; ; ; ; ; 
1714;00085938;Контактор КМИ-10910 9А 230В/АС3 1NO IEK;0; ; ; ; ; ; ; 
1715;00079758;Канал каб. (60х40) (40 м) темн. дерево EKF-Plast;0; ;490;466;490;379;465,5;441
1716;00079757;Канал каб. (60х40) (40 м) свет. дерево EKF-Plast;0; ;490;466;490;379;465,5;441
1717;00084210;Канал каб. (60х40) (2м=1 шт) свет. дерево EKF-Plast;2;583,04;980;932;980;758;931;882
1718;00084212;Канал каб. (60х40) (2 м=1шт) темн. дерево EKF-Plast;1;291,44;980;932;980;758;931;882
1719;00084175;Канал каб. (60х40) (2 м=1шт) белый EKF-Plast;0; ;480;456;480;370;456;432
1720;00079756;Канал каб. (60х40) (18 м) белый EKF-Plast;0; ;240;228;240;185;228;216
1721;00084165;Канал каб. (40х25) (2м=1 шт) свет. дерево EKF-Plast;15;204,69;318;302;318;246;302,1;286,2
1722;00079755;Канал каб. (40х25) (24 м) темн. дерево EKF-Plast;0; ;159;151;159;123;151,05;143,1
1723;00079754;Канал каб. (40х25) (24 м) свет. дерево EKF-Plast;0; ;159;151;159;123;151,05;143,1
1724;00079753;Канал каб. (40х25) (24 м) белый EKF-Plast;0; ;118;112;118;91;112,1;106,2
1725;00084172;Канал каб. (40х25) (2 м=1 шт ) белый EKF-Plast;13;138,22;236;224;236;182;224,2;212,4
1726;00081192;Канал каб. (40х16) (30 м) белый EKF-Plast;0; ;103; ;103;86;97,85;92,7
1727;00079752;Канал каб. (25х16) (40 м) темн. дерево EKF-Plast;0; ;97;92;97;75;92,15;87,3
1728;00079751;Канал каб. (25х16) (40 м) свет. дерево EKF-Plast;0; ;97;92;97;75;92,15;87,3
1729;00079750;Канал каб. (25х16) (40 м) белый EKF-Plast;0; ;67;62;67;51;63,65;60,3
1730;00084171;Канал каб. (25х16) (2м=1шт ) темн. дерево EKF-Plast;23;114,76;194;184;194;150;184,3;174,6
1731;00084174;Канал каб. (25х16) (2 м=1 шт) свет. дерево EKF-Plast;3;131,31;194;184;194;150;184,3;174,6
1732;00084173;Канал каб. (25х16) (2 м=1 шт) белый EKF-Plast;0; ;134;124;134;102;127,3;120,6
1733;00079749;Канал каб. (20х10) (96 м) темн. дерево EKF-Plast;0; ;68;64;68;52;64,6;61,2
1734;00079748;Канал каб. (20х10) (96 м) свет. дерево EKF-Plast;0; ;68;64;68;52;64,6;61,2
1735;00079747;Канал каб. (20х10) (96 м) белый EKF-Plast;0; ;90;84;90;68;85,5;81
1736;00084170;Канал каб. (20х10) (2м=1шт) белый EKF-Plast;154;68,13;180;168;180;136;171;162
1737;00084162;Канал каб. (20х10) (2 м= 1шт) темн. дерево EKF-Plast;0; ;136;128;136;104;129,2;122,4
1738;00079746;Канал каб. (16х16) (84 м) темн. дерево EKF-Plast;0; ;67;63;67;51;63,65;60,3
1739;00079745;Канал каб. (16х16) (84 м) свет. дерево EKF-Plast;0; ;67;63;67;51;63,65;60,3
1740;00079744;Канал каб. (16х16) (84 м) белый EKF-Plast;0; ;44;41;44;33;41,8;39,6
1741;00084168;Канал каб. (16х16) (2м = 1шт) свет. дерево EKF-Plast;11;78,04;134;126;134;102;127,3;120,6
1742;00084169;Канал каб. (16х16) (2 м=1 шт) темн. дерево EKF-Plast;22;76,27;134;126;134;102;127,3;120,6
1743;00079853;КМЭ 25А 230В 1NO EKF;12;875,54;1 422,00;1 355,00;1 422,00;1 084,00;1 350,90;1 279,80
1744;00079852;КМЭ 18А 230В 1NO EKF;10;673,92;1 095,00;1 043,00;1 095,00;835;1 040,25;985,5
1745;00079279;КМПн 1/4 темное дерево инд. штрих-код EKF PROxima;0; ;90;85;90;70;85,5;81
1746;00079277;КМПн 1/4 светлое дерево инд. штрих-код EKF PROxima;30;41,54;70;66;70;54;66,5;63
1747;00086214;КМПн 1/2 светлое дерево инд. штрих-код PROXIMA EKF;0; ;70;66;70;54;66,5;63
1748;00079851;КМ 40А 4NО (3 мод.) EKF;5;2341,86;3 927,00;3 740,00;3 927,00;3 039,00;3 730,65;3 534,30
1749;00079850;КМ 40А 2NО (2 мод.) EKF;7;1838,42;3 083,00;2 936,00;3 083,00;2 386,00;2 928,85;2 774,70
1750;00079849;КМ 25А 2NО (1 мод.) EKF;9;957,77;1 607,00;1 530,00;1 607,00;1 243,00;1 526,65;1 446,30
1751;00079848;КМ 20А 2NО (1 мод.) EKF;4;957,77;1 607,00;1 530,00;1 607,00;1 243,00;1 526,65;1 446,30
1752;00079847;КМ 16А 4NО (3 мод.) EKF;0; ;2 650,00;2 507,00;2 650,00;1 923,00;2 517,50;2 385,00
